timestamp	area	operation	method	endpoint	product_id	variant_id	field_name	status_code	outcome	details
2026-05-22 16:59:42	auth	fetch_access_token	POST	https://oz-nails-wa.myshopify.com/admin/oauth/access_token				200	OK	store=oz-nails-wa.myshopify.com
2026-05-22 16:59:43	connection	test_connection	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/shop.json				200	OK	OZ Nails WA
2026-05-22 17:18:32	auth	fetch_access_token	POST	https://oz-nails-wa.myshopify.com/admin/oauth/access_token				200	OK	store=oz-nails-wa.myshopify.com
2026-05-22 17:18:33	connection	test_connection	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/shop.json				200	OK	OZ Nails WA
2026-05-22 17:19:02	auth	fetch_access_token	POST	https://oz-nails-wa.myshopify.com/admin/oauth/access_token				200	OK	store=oz-nails-wa.myshopify.com
2026-05-22 17:19:03	connection	test_connection	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/shop.json				200	OK	OZ Nails WA
2026-05-22 17:19:22	auth	fetch_access_token	POST	https://oz-nails-wa.myshopify.com/admin/oauth/access_token				200	OK	store=oz-nails-wa.myshopify.com
2026-05-22 17:19:23	connection	test_connection	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/shop.json				200	OK	OZ Nails WA
2026-05-22 17:23:20	auth	fetch_access_token	POST	https://oz-nails-wa.myshopify.com/admin/oauth/access_token				200	OK	store=oz-nails-wa.myshopify.com
2026-05-22 17:23:21	connection	test_connection	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/shop.json				200	OK	OZ Nails WA
2026-05-22 17:36:10	connection	test_connection	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/shop.json				200	OK	OZ Nails WA
2026-05-22 17:36:37	auth	fetch_access_token	POST	https://oz-nails-wa.myshopify.com/admin/oauth/access_token				200	OK	store=oz-nails-wa.myshopify.com
2026-05-22 17:36:38	connection	test_connection	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/shop.json				200	OK	OZ Nails WA
2026-05-22 17:37:41	auth	fetch_access_token	POST	https://oz-nails-wa.myshopify.com/admin/oauth/access_token				200	OK	store=oz-nails-wa.myshopify.com
2026-05-22 17:38:00	auth	fetch_access_token	POST	https://oz-nails-wa.myshopify.com/admin/oauth/access_token				200	OK	store=oz-nails-wa.myshopify.com
2026-05-22 17:48:01	auth	fetch_access_token	POST	https://oz-nails-wa.myshopify.com/admin/oauth/access_token				200	OK	store=oz-nails-wa.myshopify.com
2026-05-22 17:48:02	connection	test_connection	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/shop.json				200	OK	OZ Nails WA
2026-05-22 17:51:12	auth	fetch_access_token	POST	https://oz-nails-wa.myshopify.com/admin/oauth/access_token				200	OK	store=oz-nails-wa.myshopify.com
2026-05-22 17:51:13	connection	test_connection	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/shop.json				200	OK	OZ Nails WA
2026-05-22 17:52:08	metafield-read	product_metafield_lookup	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364762951915/metafields.json	9364762951915		metafields.custom.ecom_price	429	FAIL	"HTTP 429: {""errors"":""Exceeded 2 calls per second for api client. Reduce request rates to resume uninterrupted service.""}"
2026-05-22 17:52:09	metafield-read	product_metafield_lookup	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364763082987/metafields.json	9364763082987		metafields.custom.ecom_price	429	FAIL	"HTTP 429: {""errors"":""Exceeded 2 calls per second for api client. Reduce request rates to resume uninterrupted service.""}"
2026-05-22 17:52:10	metafield-read	product_metafield_lookup	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364763181291/metafields.json	9364763181291		metafields.custom.ecom_price	429	FAIL	"HTTP 429: {""errors"":""Exceeded 2 calls per second for api client. Reduce request rates to resume uninterrupted service.""}"
2026-05-22 17:52:11	metafield-read	product_metafield_lookup	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364763312363/metafields.json	9364763312363		metafields.custom.ecom_price	429	FAIL	"HTTP 429: {""errors"":""Exceeded 2 calls per second for api client. Reduce request rates to resume uninterrupted service.""}"
2026-05-22 17:52:12	metafield-read	product_metafield_lookup	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364763443435/metafields.json	9364763443435		metafields.custom.ecom_price	429	FAIL	"HTTP 429: {""errors"":""Exceeded 2 calls per second for api client. Reduce request rates to resume uninterrupted service.""}"
2026-05-22 17:52:13	metafield-read	product_metafield_lookup	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364763574507/metafields.json	9364763574507		metafields.custom.ecom_price	429	FAIL	"HTTP 429: {""errors"":""Exceeded 2 calls per second for api client. Reduce request rates to resume uninterrupted service.""}"
2026-05-22 17:52:15	metafield-read	product_metafield_lookup	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364763672811/metafields.json	9364763672811		metafields.custom.ecom_price	429	FAIL	"HTTP 429: {""errors"":""Exceeded 2 calls per second for api client. Reduce request rates to resume uninterrupted service.""}"
2026-05-22 17:52:16	metafield-read	product_metafield_lookup	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364763803883/metafields.json	9364763803883		metafields.custom.ecom_price	429	FAIL	"HTTP 429: {""errors"":""Exceeded 2 calls per second for api client. Reduce request rates to resume uninterrupted service.""}"
2026-05-22 17:52:17	metafield-read	product_metafield_lookup	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364763902187/metafields.json	9364763902187		metafields.custom.ecom_price	429	FAIL	"HTTP 429: {""errors"":""Exceeded 2 calls per second for api client. Reduce request rates to resume uninterrupted service.""}"
2026-05-22 17:52:18	metafield-read	product_metafield_lookup	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364764721387/metafields.json	9364764721387		metafields.custom.ecom_price	429	FAIL	"HTTP 429: {""errors"":""Exceeded 2 calls per second for api client. Reduce request rates to resume uninterrupted service.""}"
2026-05-22 17:52:22	metafield-read	product_metafield_lookup	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364765606123/metafields.json	9364765606123		metafields.custom.ecom_price	429	FAIL	"HTTP 429: {""errors"":""Exceeded 2 calls per second for api client. Reduce request rates to resume uninterrupted service.""}"
2026-05-22 17:52:23	metafield-read	product_metafield_lookup	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364765704427/metafields.json	9364765704427		metafields.custom.ecom_price	429	FAIL	"HTTP 429: {""errors"":""Exceeded 2 calls per second for api client. Reduce request rates to resume uninterrupted service.""}"
2026-05-22 17:52:24	metafield-read	product_metafield_lookup	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364765343979/metafields.json	9364765343979		metafields.custom.ecom_price	429	FAIL	"HTTP 429: {""errors"":""Exceeded 2 calls per second for api client. Reduce request rates to resume uninterrupted service.""}"
2026-05-22 17:52:25	metafield-read	product_metafield_lookup	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364765868267/metafields.json	9364765868267		metafields.custom.ecom_price	429	FAIL	"HTTP 429: {""errors"":""Exceeded 2 calls per second for api client. Reduce request rates to resume uninterrupted service.""}"
2026-05-22 17:52:26	metafield-read	product_metafield_lookup	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9367026565355/metafields.json	9367026565355		metafields.custom.ecom_price	429	FAIL	"HTTP 429: {""errors"":""Exceeded 2 calls per second for api client. Reduce request rates to resume uninterrupted service.""}"
2026-05-22 17:52:27	metafield-read	product_metafield_lookup	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9365100167403/metafields.json	9365100167403		metafields.custom.ecom_price	429	FAIL	"HTTP 429: {""errors"":""Exceeded 2 calls per second for api client. Reduce request rates to resume uninterrupted service.""}"
2026-05-22 17:52:28	metafield-read	product_metafield_lookup	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364800930027/metafields.json	9364800930027		metafields.custom.ecom_price	429	FAIL	"HTTP 429: {""errors"":""Exceeded 2 calls per second for api client. Reduce request rates to resume uninterrupted service.""}"
2026-05-22 17:52:30	metafield-read	product_metafield_lookup	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364765049067/metafields.json	9364765049067		metafields.custom.ecom_price	429	FAIL	"HTTP 429: {""errors"":""Exceeded 2 calls per second for api client. Reduce request rates to resume uninterrupted service.""}"
2026-05-22 17:52:31	metafield-read	product_metafield_lookup	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364765147371/metafields.json	9364765147371		metafields.custom.ecom_price	429	FAIL	"HTTP 429: {""errors"":""Exceeded 2 calls per second for api client. Reduce request rates to resume uninterrupted service.""}"
2026-05-22 17:52:32	metafield-read	product_metafield_lookup	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9365100626155/metafields.json	9365100626155		metafields.custom.ecom_price	429	FAIL	"HTTP 429: {""errors"":""Exceeded 2 calls per second for api client. Reduce request rates to resume uninterrupted service.""}"
2026-05-22 17:52:33	metafield-read	product_metafield_lookup	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9365266792683/metafields.json	9365266792683		metafields.custom.ecom_price	429	FAIL	"HTTP 429: {""errors"":""Exceeded 2 calls per second for api client. Reduce request rates to resume uninterrupted service.""}"
2026-05-22 17:52:34	metafield-read	product_metafield_lookup	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9365266956523/metafields.json	9365266956523		metafields.custom.ecom_price	429	FAIL	"HTTP 429: {""errors"":""Exceeded 2 calls per second for api client. Reduce request rates to resume uninterrupted service.""}"
