timestamp	area	operation	method	endpoint	product_id	variant_id	field_name	status_code	outcome	details
2026-05-19 15:32:44	auth	fetch_access_token	POST	https://oz-nails-wa.myshopify.com/admin/oauth/access_token				200	OK	store=oz-nails-wa.myshopify.com
2026-05-19 15:32:45	connection	test_connection	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/shop.json				200	OK	OZ Nails WA
2026-05-19 15:33:47	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9365224259819/images/49872626122987.json	9365224259819		images	200	OK	image_id=49872626122987
2026-05-19 15:33:52	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364761575659/images/49872626385131.json	9364761575659		images	200	OK	image_id=49872626385131
2026-05-19 15:33:58	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364761608427/images/49872627237099.json	9364761608427		images	200	OK	image_id=49872627237099
2026-05-19 15:34:03	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364761641195/images/49872628285675.json	9364761641195		images	200	OK	image_id=49872628285675
2026-05-19 15:34:08	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364761673963/images/49872629137643.json	9364761673963		images	200	OK	image_id=49872629137643
2026-05-19 15:34:13	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364761805035/images/49872629661931.json	9364761805035		images	200	OK	image_id=49872629661931
2026-05-19 15:34:18	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364761870571/images/49872630612203.json	9364761870571		images	200	OK	image_id=49872630612203
2026-05-19 15:34:23	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364761903339/images/49872631300331.json	9364761903339		images	200	OK	image_id=49872631300331
2026-05-19 15:34:28	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364761968875/images/49872631693547.json	9364761968875		images	200	OK	image_id=49872631693547
2026-05-19 15:34:33	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9365224751339/images/49872631890155.json	9365224751339		images	200	OK	image_id=49872631890155
2026-05-19 15:34:38	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9365224194283/images/49872632086763.json	9365224194283		images	200	OK	image_id=49872632086763
2026-05-19 15:34:43	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9365150433515/images/49872632316139.json	9365150433515		images	200	OK	image_id=49872632316139
2026-05-19 15:34:48	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364762001643/images/49872632512747.json	9364762001643		images	200	OK	image_id=49872632512747
2026-05-19 15:34:53	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364762034411/images/49872632938731.json	9364762034411		images	200	OK	image_id=49872632938731
2026-05-19 15:34:59	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364762067179/images/49872633954539.json	9364762067179		images	200	OK	image_id=49872633954539
2026-05-19 15:35:04	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364762165483/images/49872634544363.json	9364762165483		images	200	OK	image_id=49872634544363
2026-05-19 15:35:09	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9365225111787/images/49872635363563.json	9365225111787		images	200	OK	image_id=49872635363563
2026-05-19 15:35:14	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9365225013483/images/49872635953387.json	9365225013483		images	200	OK	image_id=49872635953387
2026-05-19 15:35:19	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9365265481963/images/49872636772587.json	9365265481963		images	200	OK	image_id=49872636772587
2026-05-19 15:35:24	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364762132715/images/49872636903659.json	9364762132715		images	200	OK	image_id=49872636903659
2026-05-19 15:35:29	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9365225242859/images/49872637034731.json	9365225242859		images	200	OK	image_id=49872637034731
2026-05-19 15:35:34	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9365217378539/images/49872637165803.json	9365217378539		images	200	OK	image_id=49872637165803
2026-05-19 15:35:40	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9365217444075/images/49872637460715.json	9365217444075		images	200	OK	image_id=49872637460715
2026-05-19 15:35:45	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364762198251/images/49872637624555.json	9364762198251		images	200	OK	image_id=49872637624555
2026-05-19 15:35:50	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9365268922603/images/49872637788395.json	9365268922603		images	200	OK	image_id=49872637788395
2026-05-19 15:35:54	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9365191557355/images/49872638607595.json	9365191557355		images	200	OK	image_id=49872638607595
2026-05-19 15:35:59	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9365191655659/images/49872639394027.json	9365191655659		images	200	OK	image_id=49872639394027
2026-05-19 15:36:04	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9365191721195/images/49872640278763.json	9365191721195		images	200	OK	image_id=49872640278763
2026-05-19 15:36:09	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364762231019/images/49872640966891.json	9364762231019		images	200	OK	image_id=49872640966891
